Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Years_customer,Total_Expenses,Total_Acc_Cmp,Cluster
1,4,0.23532677201008734,-0.8252176496158384,-0.9298943792539407,0.30703926349227456,0.9837812651523129,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,0.9853447295662141,1.502224937088473,1.6794168065208526,0.6212482450794252,1
1,4,-0.23582623684778145,1.0325587676097676,0.9069340242106335,-0.38366417634974903,-0.8704794810063111,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.13046347152923427,1.2357329535285873,-1.4200363387067347,-0.9612754470850355,-0.5019124239907221,2
1,5,0.7736332663597382,-0.8252176496158384,-0.9298943792539407,-0.7980862402549632,0.3627227780575174,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.14690472354413533,-0.03876606758181304,-0.6858866249126978,1.409303937080072,-0.22654074517991973,1.2952370491768512,-0.5426470769248403,0.3176427989998855,0.04109429919086907,0.2826732937645306,-0.5019124239907221,0
1,5,-1.0227324576789074,1.0325587676097676,-0.9298943792539407,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.5507847897348009,0.2817201338663717,-1.2681492860951449,-1.4200363387067347,-0.9180943158939959,-0.5019124239907221,2
4,3,0.24151879476512972,1.0325587676097676,-0.9298943792539407,1.550305455207917,-0.38908486421512983,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767454,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691793,0.06455582323574982,-0.13046347152923427,-1.0177610621327717,-1.4200363387067347,-0.30525441552885585,-0.5019124239907221,4
2,5,0.41010160783789606,-0.8252176496158384,0.9069340242106335,-1.143437960175975,0.642050518664746,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.36192365400656973,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,0.15071731635830335,0.04109429919086907,0.18302452947751596,-0.5019124239907221,0
1,2,0.13533559164962902,-0.8252176496158384,0.9069340242106335,-0.5218048643181538,-0.20484741828270248,0.9731724163945228,-0.013072475613264588,0.22840146638348202,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691793,0.3722261297210252,0.2817201338663717,-0.18313364892486095,1.502224937088473,-0.026237875525214806,-0.5019124239907221,0
4,3,-0.7507628388638853,1.0325587676097676,-0.9298943792539407,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.03053224037003586,-0.9108984919135951,-0.5507847897348009,1.1060873446575836,-1.351612027415936,0.04109429919086907,-0.7254400382724343,-0.5019124239907221,4
4,5,-0.8747231395664431,1.0325587676097676,-0.9298943792539407,-1.0398324441996714,-0.8615647658805485,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135951,-1.1661254027053516,1.5182709500531897,-0.43352187288723415,0.04109429919086907,-0.9297200050608143,0.6212482450794252,4
4,5,-1.8615717725845822,1.0325587676097676,0.9069340242106335,0.6523909834132863,-0.8199627619603229,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.7814660156759023,6.052290609404856,1.5695839188117515,-1.4200363387067347,-0.9247375668464636,0.6212482450794252,2
1,3,0.0,1.0325587676097676,-0.9298943792539407,-1.3161138201364808,-0.8883089112578363,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,0.6939037392619777,-1.1846865447743538,0.04109429919086907,-0.9745619489899708,-0.5019124239907221,2
0,3,-1.7875870877953017,-0.8252176496158384,-0.9298943792539407,0.3415744354843757,-0.8853373395492488,-0.25908078692634545,-0.6910686684368205,-0.48566474351742295,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.6004473555288163,1.502224937088473,-0.9048078139890606,-0.5019124239907221,2
1,2,0.4308748454677156,-0.8252176496158384,-0.9298943792539407,1.1358833913027029,-0.3266818583347915,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.26884597409520095,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160523,0.818419246924632,0.04109429919086907,0.8240982463906436,-0.5019124239907221,1
2,2,0.28390418923674227,1.0325587676097676,0.9069340242106335,0.13436340353176865,-0.21079056169987753,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.349413940993261,0.689385848355018,-0.5687196185467573,-0.24311448324952553,0.2817201338663717,1.4026584361701695,0.04109429919086907,-0.4912654421979498,-0.5019124239907221,0
1,3,-1.3951726392612298,-0.8252176496158384,-0.9298943792539407,-0.38366417634974903,-0.8942520546750115,-0.3093768360414829,-0.6644805824437399,-0.5772116935047185,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-1.518537510057518,1.502224937088473,-0.9297200050608143,-0.5019124239907221,2
4,4,1.220537515138183,-0.8252176496158384,-0.9298943792539407,-0.9016917562312667,2.08623436903829,-0.10819263958093302,-0.230208511223423,0.3931859763606139,0.9919016452598236,0.018753909046533936,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,-0.9548306823204462,1.9034348840949158,1.502224937088473,1.1778513596095455,2.86756958321972,3
1,3,-0.41535494821010654,1.0325587676097676,0.9069340242106335,0.06529305954756628,-0.7456734692456345,-0.5357090570596016,-0.655617887112713,-0.6504492534945548,-0.34074410546821343,-0.7673524382075414,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.9342983208119806,1.502224937088473,-0.8466793681549687,-0.5019124239907221,2
1,5,-0.578744451875418,-0.8252176496158384,-0.9298943792539407,-1.0052972722075701,-0.6535547462794208,-0.5357090570596016,-0.5714222814679576,2.059340466129392,-0.3649740282087232,-0.3071926251807656,-0.1682363419597184,-0.03053224037003586,-0.5687196185467573,0.06455582323574982,0.6939037392619777,1.9034348840949158,1.502224937088473,-0.47963975303113143,-0.5019124239907221,2
2,3,0.9886362758283705,-0.8252176496158384,0.9069340242106335,1.4466999392316133,2.104063799289815,1.350392784758054,1.4669976446682234,-0.6870680334894731,-0.26805433724668415,2.5304595551510185,-0.1682363419597184,2.489181070167653,0.4578170015537556,0.987566742691576,-0.13046347152923427,1.6530466601325426,0.04109429919086907,1.9534509083101428,0.6212482450794252,0
3,4,-0.7364612637264326,1.0325587676097676,-0.9298943792539407,1.2740240792711075,-0.8912804829664238,-0.23393276236877672,-0.655617887112713,-0.13778633356570003,-0.07421495532260604,-0.09628604421016002,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,0.2817201338663717,-1.351612027415936,1.502224937088473,-0.785229296844643,-0.5019124239907221,4
1,3,-0.6075073962859374,-0.8252176496158384,-0.9298943792539407,-0.2800586603734455,-0.6476116028622457,-0.6111531307323078,-0.4163251131749873,0.5762798763352049,0.26500396304453067,0.07627388567488091,-0.6858866249126978,-0.03053224037003586,-0.22654074517991973,-0.24311448324952553,1.1060873446575836,-1.1012238034535626,1.502224937088473,-0.48130056576924835,-0.5019124239907221,2
